随机音乐,#genre#
CCTV老故事-,http://60.10.139.113:8801/hls/74/index.m3u8
环球奇观-,http://60.10.139.113:8801/hls/75/index.m3u8
武术世界-,http://60.10.139.113:8801/hls/71/index.m3u8
文物宝库-,http://60.10.139.113:8801/hls/76/index.m3u8
梨园频道-,http://60.10.139.113:8801/hls/86/index.m3u8
国学频道-,http://60.10.139.113:8801/hls/77/index.m3u8
汽摩频道-,http://60.10.139.113:8801/hls/90/index.m3u8
CCTV1,http://223.95.198.3:8000/hls/1/index.m3u8
CCTV2,http://223.95.198.3:8000/hls/2/index.m3u8
CCTV3,http://223.95.198.3:8000/hls/3/index.m3u8
CCTV4,http://223.95.198.3:8000/hls/4/index.m3u8
CCTV5,http://223.95.198.3:8000/hls/5/index.m3u8
CCTV6,http://223.95.198.3:8000/hls/6/index.m3u8
CCTV7,http://223.95.198.3:8000/hls/7/index.m3u8
CCTV8,http://223.95.198.3:8000/hls/8/index.m3u8
CCTV9,http://223.95.198.3:8000/hls/9/index.m3u8
CCTV10,http://223.95.198.3:8000/hls/10/index.m3u8
CCTV11,http://223.95.198.3:8000/hls/11/index.m3u8
CCTV12,http://223.95.198.3:8000/hls/12/index.m3u8
CCTV13,http://223.95.198.3:8000/hls/13/index.m3u8
CCTV14,http://223.95.198.3:8000/hls/14/index.m3u8
CCTV15,http://223.95.198.3:8000/hls/15/index.m3u8
CCTV16,http://223.95.198.3:8000/hls/16/index.m3u8
CCTV17,http://223.95.198.3:8000/hls/17/index.m3u8
CCTV4K,http://223.95.198.3:8000/hls/18/index.m3u8
CCTV5+,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009

CCTV16,http://yuwentao114.x3322.net:4022/udp/239.252.219.59:5140$【yuwen】
CCTV17,http://yuwentao114.x3322.net:4022/udp/239.252.220.192:5140$【yuwen】
CCTV4欧洲,http://yuwentao114.x3322.net:4022/udp/239.252.219.192:5140$【yuwen】
CCTV4美洲,http://yuwentao114.x3322.net:4022/udp/239.252.219.193:5140$【yuwen】
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub$【38.75】
卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub$【38.75】
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$【38.75】
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/bqkj.m3u8?auth=testpub$【38.75】
文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub$【38.75】
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$【38.75】
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub$【38.75】
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$【38.75】
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub$【38.75】
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub$【38.75】
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub$【38.75】
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub$【38.75】
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub$【38.75】

CGTN,http://223.95.198.3:8000/hls/19/index.m3u8
凤凰卫视中文台,http://223.95.198.3:8000/hls/20/index.m3u8
东方卫视,http://223.95.198.3:8000/hls/22/index.m3u8
浙江卫视,http://223.95.198.3:8000/hls/24/index.m3u8
北京卫视,http://223.95.198.3:8000/hls/21/index.m3u8
深圳卫视,http://223.95.198.3:8000/hls/23/index.m3u8
河北卫视,http://223.95.198.3:8000/hls/27/index.m3u8
湖南卫视,http://223.95.198.3:8000/hls/25/index.m3u8
天津卫视,http://223.95.198.3:8000/hls/26/index.m3u8
江苏卫视,http://223.95.198.3:8000/hls/28/index.m3u8
河南卫视,http://223.95.198.3:8000/hls/31/index.m3u8
安徽卫视,http://223.95.198.3:8000/hls/30/index.m3u8
山东卫视,http://223.95.198.3:8000/hls/29/index.m3u8
湖北卫视,http://223.95.198.3:8000/hls/32/index.m3u8
黑龙江卫视,http://223.95.198.3:8000/hls/33/index.m3u8
吉林卫视,http://223.95.198.3:8000/hls/35/index.m3u8
重庆卫视,http://223.95.198.3:8000/hls/36/index.m3u8
辽宁卫视,http://223.95.198.3:8000/hls/34/index.m3u8
广东卫视,http://223.95.198.3:8000/hls/38/index.m3u8
四川卫视,http://223.95.198.3:8000/hls/37/index.m3u8
江西卫视,http://223.95.198.3:8000/hls/40/index.m3u8
广西卫视,http://223.95.198.3:8000/hls/39/index.m3u8
甘肃卫视,http://223.95.198.3:8000/hls/42/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/44/index.m3u8
海南卫视,http://223.95.198.3:8000/hls/41/index.m3u8
陕西卫视,http://223.95.198.3:8000/hls/43/index.m3u8
青海卫视,http://223.95.198.3:8000/hls/47/index.m3u8
贵州卫视,http://223.95.198.3:8000/hls/46/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/45/index.m3u8


CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8
肥西新闻综合,http://112.27.235.94:8000/hls/21/index.m3u8
安徽经济生活,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
东方卫视,http://112.27.235.94:8000/hls/28/index.m3u8
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8
云南卫视,http://112.27.235.94:8000/hls/40/index.m3u8
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
陕西卫视,http://112.27.235.94:8000/hls/43/index.m3u8
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8
合肥科创,http://112.27.235.94:8000/hls/20/index.m3u8





CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17
北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
贵州卫视,http://m.061899.xyz/mg/gzws
湖北卫视,http://m.061899.xyz/mg/hubws
广西卫视,http://m.061899.xyz/mg/gxws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
甘肃卫视,http://m.061899.xyz/mg/gsws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
宁夏卫视,http://m.061899.xyz/mg/nxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
内蒙古视,http://m.061899.xyz/mg/nmgws
黑龙江视,http://m.061899.xyz/mg/hljws
重温经典,http://m.061899.xyz/mg/cwjd
劲爆体育,http://m.061899.xyz/mg/jbty
咪咕体育,http://m.061899.xyz/mg/mgty
北京体育,http://m.061899.xyz/mg/bjty
北京新闻,http://m.061899.xyz/mg/bjxw
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京影视,http://m.061899.xyz/mg/bjys
北京纪实,http://m.061899.xyz/mg/bjjs
东方影视,http://m.061899.xyz/mg/shys
东方纪实,http://m.061899.xyz/mg/xjs
红色轮播,http://m.061899.xyz/mg/hslb
金色剧场,http://m.061899.xyz/mg/jsjc
乡村振兴,http://m.061899.xyz/mg/xczx
重温经典,http://8.138.7.223/tv/cwjd.php

CCTV1,http://j.s.bkpcp.top/jj/cctv1
CCTV2,http://j.s.bkpcp.top/jj/cctv2
CCTV3,http://j.s.bkpcp.top/jj/cctv3
CCTV4,http://j.s.bkpcp.top/jj/cctv4
CCTV5,http://j.s.bkpcp.top/jj/cctv5
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p
CCTV6,http://j.s.bkpcp.top/jj/cctv6
CCTV7,http://j.s.bkpcp.top/jj/cctv7
CCTV8,http://j.s.bkpcp.top/jj/cctv8
CCTV9,http://j.s.bkpcp.top/jj/cctv9
CCTV10,http://j.s.bkpcp.top/jj/cctv10
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV12,http://j.s.bkpcp.top/jj/cctv12
CCTV13,http://j.s.bkpcp.top/jj/cctv13
CCTV14,http://j.s.bkpcp.top/jj/cctv14
CCTV15,http://j.s.bkpcp.top/jj/cctv15
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV17,http://j.s.bkpcp.top/jj/cctv17
CCTV4欧洲,http://j.s.bkpcp.top/jj/cctv4o
CCTV4美洲,http://j.s.bkpcp.top/jj/cctv4m
CGTN-西,http://j.s.bkpcp.top/jj/cgtne
CGTN-阿,http://j.s.bkpcp.top/jj/cgtna
CGTN-法,http://j.s.bkpcp.top/jj/cgtnf
北京卫视,http://j.s.bkpcp.top/jj/bjws
东方卫视,http://j.s.bkpcp.top/jj/dfws
浙江卫视,http://j.s.bkpcp.top/jj/zjws
江苏卫视,http://j.s.bkpcp.top/jj/jsws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
广东卫视,http://j.s.bkpcp.top/jj/gdws
深圳卫视4k,http://j.s.bkpcp.top/jj/szws
山东卫视,http://j.s.bkpcp.top/jj/sdws
河南卫视,http://j.s.bkpcp.top/jj/hnws
江西卫视,http://j.s.bkpcp.top/jj/jxws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
海南卫视,http://j.s.bkpcp.top/jj/hinws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
兵团卫视,http://j.s.bkpcp.top/jj/btws
黑龙江视,http://j.s.bkpcp.top/jj/hljws
CCTV1,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV2,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV3,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV4,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV5+,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV6,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV7,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV8,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV9,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV10,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV11,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV12,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV13,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV14,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV15,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV16,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV17,http://t.061899.xyz/tl/tl.php?id=cctv17
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视,http://t.061899.xyz/tl/tl.php?id=hljws


CCTV世界地理,https://xmlive.zeabur.app/yw/whyd?id=custom11
CCTV央视高网,https://xmlive.zeabur.app/yw/whyd?id=custom10

咪咕全网,#genre#
睛彩青少,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
睛彩广场舞,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
睛彩竞技,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩篮球,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
睛彩篮球,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
睛彩篮球,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕4K,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225655/1.m3u8?$HLJYDIP 32M UHD
咪咕视频1,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225620/1.m3u8?$HLJYDIP 8M FHD
咪咕视频2,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225739/1.m3u8?$HLJYDIP 8M FHD
咪咕视频3,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225758/1.m3u8?$HLJYDIP 8M FHD
咪咕视频4,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225901/1.m3u8?$HLJYDIP 8M FHD
咪咕视频5,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225903/1.m3u8?$HLJYDIP 8M FHD
咪咕视频6,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225905/1.m3u8?$HLJYDIP 8M FHD
咪咕视频7,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225910/1.m3u8?$HLJYDIP 8M FHD
咪咕视频8,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225912/1.m3u8?$HLJYDIP 8M FHD
咪咕视频9,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221226031/1.m3u8?$HLJYDIP 8M FHD
咪咕视频10,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225737/1.m3u8?$HLJYDIP 6M HEVC FHD
咪咕视频11,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225914/1.m3u8?$HLJYDIP 6M HEVC FHD
咪咕视频12,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225647/1.m3u8?$HLJYDIP 4M FHD
咪咕视频13,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225648/1.m3u8?$HLJYDIP 4M FHD
咪咕视频14,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225649/1.m3u8?$HLJYDIP 4M FHD
咪咕视频15,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225652/1.m3u8?$HLJYDIP 4M FHD
咪咕视频16,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225654/1.m3u8?$HLJYDIP 4M FHD
咪咕视频17,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225658/1.m3u8?$HLJYDIP 4M FHD
咪咕视频18,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225733/1.m3u8?$HLJYDIP 4M FHD
咪咕视频19,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225754/1.m3u8?$HLJYDIP 4M FHD
咪咕视频20,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225756/1.m3u8?$HLJYDIP 4M FHD
咪咕视频21,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225899/1.m3u8?$HLJYDIP 4M FHD
咪咕视频22,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225760/1.m3u8?$HLJYDIP 10M HEVC FHD
咪咕视频23,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225611/1.m3u8?$HLJYDIP 8M FHD
咪咕视频24,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225613/1.m3u8?$HLJYDIP 8M FHD
咪咕视频25,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225619/1.m3u8?$HLJYDIP 8M FHD
咪咕视频26,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225641/1.m3u8?$HLJYDIP 6M FHD
咪咕视频27,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225645/1.m3u8?$HLJYDIP 6M FHD
咪咕视频28,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225650/1.m3u8?$HLJYDIP 6M FHD
咪咕视频29,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225662/1.m3u8?$HLJYDIP 6M FHD
咪咕视频30,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225639/1.m3u8?$HLJYDIP 4M FHD
咪咕视频31,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225643/1.m3u8?$HLJYDIP 4M FHD
咪咕视频32,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225653/1.m3u8?$HLJYDIP 4M FHD
咪咕视频33,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225660/1.m3u8?$HLJYDIP 4M FHD


移动咪咕体育,#genre#
咪咕视频1,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
咪咕视频2,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
咪咕视频3,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
咪咕视频4,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
咪咕视频5,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
咪咕视频6,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
咪咕视频7,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
咪咕视频8,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$5M FHD
咪咕视频9,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$5M FHD
咪咕视频10,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$5M FHD
咪咕视频11,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$5M FHD
咪咕视频12,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=001C366F865C602F58587E8BE8616930&mode=1&$8M FHD
